# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
 1.74752293E+00

# df/dalpha_inf [rad]
 1.18397604E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      20 ,       11 ,  2.95815001E-01 , -1.42940723E-01 ,  3.45336079E-05 ,  5.30663200E-06
      21 ,       11 ,  2.47245859E-01 , -1.39876877E-01 ,  5.23496265E-06 , -1.09588060E-05
      22 ,       11 ,  2.01501358E-01 , -1.35481933E-01 , -2.16748993E-05 , -1.62010702E-05
      23 ,       11 ,  1.59005525E-01 , -1.29934654E-01 , -3.88621556E-05 , -9.79167222E-06
      24 ,       11 ,  1.19952459E-01 , -1.23348381E-01 , -9.39628609E-05 , -7.32652576E-05
      25 ,       11 ,  8.42629330E-02 , -1.15666659E-01 ,  6.89690815E-05 , -2.48079426E-05
      26 ,       11 ,  5.16148496E-02 , -1.06558903E-01 ,  6.51610607E-07 , -6.32147942E-05
      27 ,       11 ,  2.15937833E-02 , -9.53106870E-02 , -1.39710995E-05 , -7.88532025E-05
      28 ,       11 , -5.97001185E-03 , -8.07078497E-02 , -6.96057605E-05 ,  9.99631420E-05
      29 ,       11 , -3.03580900E-02 , -6.10428154E-02 ,  2.84952275E-04 ,  3.88228267E-04
      30 ,       11 , -4.90460263E-02 , -3.47760194E-02 , -5.70234387E-04 ,  2.76705359E-04
      31 ,       11 , -5.76698023E-02 , -2.53741889E-03 ,  3.56958465E-04 , -7.45591643E-04
      32 ,       11 , -5.30934592E-02 ,  3.14996136E-02 ,  3.23917761E-04 ,  1.53964899E-04
      33 ,       11 , -3.64465888E-02 ,  6.16591503E-02 , -1.11738346E-03 , -1.12983998E-03
      34 ,       11 , -1.18581572E-02 ,  8.53039796E-02 ,  2.88328961E-04 ,  3.22097656E-04
      35 ,       11 ,  1.72719248E-02 ,  1.02903335E-01 ,  3.66655662E-05 ,  1.08334092E-03
      36 ,       11 ,  4.93255087E-02 ,  1.15937430E-01 ,  5.50037045E-04 , -4.61039288E-05
      37 ,       11 ,  8.38581749E-02 ,  1.25749801E-01 ,  6.02788899E-04 , -3.27787904E-05
      38 ,       11 ,  1.20922262E-01 ,  1.33298030E-01 ,  1.20654255E-04 ,  3.74217570E-05
      39 ,       11 ,  1.60672394E-01 ,  1.39205858E-01 , -1.89470331E-05 ,  1.77543919E-05
      40 ,       11 ,  2.03180286E-01 ,  1.43856313E-01 , -2.67210945E-05 , -1.25162283E-05
      41 ,       11 ,  2.48369048E-01 ,  1.47465834E-01 , -5.63439421E-07 , -2.26637336E-05
      42 ,       11 ,  2.96010726E-01 ,  1.50137908E-01 ,  1.90165769E-05 , -3.48238394E-05
      43 ,       11 ,  3.45751437E-01 ,  1.51903503E-01 , -4.88746229E-06 , -3.90974073E-05
      44 ,       11 ,  3.97142561E-01 ,  1.52753283E-01 , -3.82968633E-05 ,  1.80509220E-05
      45 ,       11 ,  4.49668046E-01 ,  1.52663998E-01 , -2.60688075E-05 ,  1.35658730E-05
      46 ,       11 ,  5.02765672E-01 ,  1.51619977E-01 ,  2.92970583E-05 , -1.14013864E-05
      47 ,       11 ,  5.55843794E-01 ,  1.49629692E-01 , -3.25722749E-05 , -1.16627927E-05
      48 ,       11 ,  6.08296087E-01 ,  1.46736502E-01 , -1.06265571E-05 , -6.23342870E-06
      49 ,       11 ,  6.59516944E-01 ,  1.43021990E-01 ,  2.11623213E-05 , -6.18534689E-06
      50 ,       11 ,  7.08920664E-01 ,  1.38599743E-01 ,  1.47566039E-05 , -5.04466286E-06
      51 ,       11 ,  7.55968650E-01 ,  1.33597268E-01 ,  1.24464518E-05 , -4.97666995E-06
      52 ,       11 ,  8.00209339E-01 ,  1.28124371E-01 ,  7.18541061E-06 , -3.23669264E-06
      53 ,       11 ,  8.41332397E-01 ,  1.22228274E-01 ,  2.48630258E-06 ,  2.87284671E-06
      54 ,       11 ,  8.79228167E-01 ,  1.15838156E-01 , -2.24999841E-05 , -1.84098699E-07
      55 ,       11 ,  9.14025899E-01 ,  1.08700575E-01 ,  7.32024587E-06 ,  1.28734022E-05
      56 ,       11 ,  9.46067223E-01 ,  1.00296395E-01 , -2.95620461E-05 , -4.65901266E-07
      57 ,       11 ,  9.75750832E-01 ,  8.97119368E-02 , -4.58570205E-05 , -1.40703308E-05
      58 ,       11 ,  1.00311360E+00 ,  7.54529769E-02 ,  2.13942672E-05 , -5.84715660E-05
      59 ,       11 ,  1.02685346E+00 ,  5.54314528E-02 ,  1.59729171E-04 , -1.64031571E-04
      60 ,       11 ,  1.04280212E+00 ,  2.82937289E-02 ,  4.44008563E-04 ,  3.95879721E-04
      61 ,       11 ,  1.04471673E+00 , -2.25567642E-03 , -2.69986803E-04 , -1.75486898E-03
       1 ,       12 ,  1.05399506E+00 , -2.66957174E-03 , -4.73144203E-04 ,  1.20970688E-03
       2 ,       12 ,  1.04881584E+00 , -3.61464319E-02 ,  2.00635757E-04 ,  1.06446909E-04
       3 ,       12 ,  1.02992313E+00 , -6.48877192E-02 ,  3.06704314E-05 , -1.94057775E-05
       4 ,       12 ,  1.00347330E+00 , -8.56008118E-02 ,  2.94764924E-05 ,  1.02450499E-05
       5 ,       12 ,  9.73839339E-01 , -9.96702689E-02 , -6.20523364E-06 ,  1.29620966E-06
       6 ,       12 ,  9.42598729E-01 , -1.09385016E-01 , -3.01570925E-06 , -4.82921319E-07
       7 ,       12 ,  9.09835495E-01 , -1.16494052E-01 , -3.59879881E-07 ,  1.82426136E-07
       8 ,       12 ,  8.75129217E-01 , -1.22141216E-01 ,  1.32776029E-06 ,  3.51674136E-07
       9 ,       12 ,  8.38012319E-01 , -1.27060153E-01 ,  2.55517305E-06 , -3.98180063E-07
      10 ,       12 ,  7.98156224E-01 , -1.31715503E-01 ,  2.26047275E-06 , -1.11353550E-06
      11 ,       12 ,  7.55434102E-01 , -1.36372677E-01 ,  5.45265527E-07 , -5.84074617E-07
      12 ,       12 ,  7.09920298E-01 , -1.41129680E-01 , -1.44552823E-06 , -1.32975447E-05
      13 ,       12 ,  6.61858978E-01 , -1.45938227E-01 , -1.14116295E-05 , -2.06522338E-05
      14 ,       12 ,  6.11625494E-01 , -1.50628093E-01 , -8.14977056E-06 , -1.00718725E-06
      15 ,       12 ,  5.59694408E-01 , -1.54939299E-01 , -1.27445993E-05 ,  3.87040022E-06
      16 ,       12 ,  5.06617979E-01 , -1.58562223E-01 , -6.64726126E-06 ,  1.56581184E-05
      17 ,       12 ,  4.53011982E-01 , -1.61183468E-01 , -7.70777864E-06 ,  2.93352661E-05
      18 ,       12 ,  3.99542684E-01 , -1.62532967E-01 ,  4.59961335E-05 ,  4.85784719E-05
      19 ,       12 ,  3.46908220E-01 , -1.62424970E-01 ,  1.72986800E-05 ,  3.84917502E-05
      20 ,       12 ,  2.95808041E-01 , -1.60783049E-01 ,  3.26846757E-05 ,  1.00514144E-05
      21 ,       12 ,  2.46895763E-01 , -1.57638855E-01 ,  4.27398240E-06 , -1.25655415E-05
      22 ,       12 ,  2.00714771E-01 , -1.53097622E-01 , -2.06911428E-05 , -1.56750260E-05
      23 ,       12 ,  1.57624739E-01 , -1.47271035E-01 , -3.68342030E-05 ,  6.57154783E-06
      24 ,       12 ,  1.17740586E-01 , -1.40187132E-01 , -5.28670294E-05 , -6.11030891E-05
      25 ,       12 ,  8.09174793E-02 , -1.31690785E-01 ,  3.75513167E-05 , -3.74629541E-05
      26 ,       12 ,  4.68186508E-02 , -1.21340879E-01 , -1.22488852E-05 , -4.21388464E-05
      27 ,       12 ,  1.51046815E-02 , -1.08300190E-01 , -2.70797446E-05 , -2.97028162E-05
      28 ,       12 , -1.41912060E-02 , -9.12416242E-02 , -4.87405033E-05 ,  1.27424306E-04
      29 ,       12 , -4.00140825E-02 , -6.84496022E-02 ,  2.99331680E-04 ,  3.09226495E-04
      30 ,       12 , -5.95245732E-02 , -3.86265579E-02 , -4.35611395E-04 ,  2.20241644E-04
      31 ,       12 , -6.83760452E-02 , -2.78087046E-03 ,  1.81692706E-04 , -4.58501164E-04
      32 ,       12 , -6.36004504E-02 ,  3.47261539E-02 ,  1.63274251E-04 ,  2.00649080E-05
      33 ,       12 , -4.62806149E-02 ,  6.83080322E-02 , -4.92663849E-04 , -1.30557384E-03
      34 ,       12 , -2.04183451E-02 ,  9.50932046E-02 , -3.38442037E-04 , -4.60284907E-04
      35 ,       12 ,  1.03785144E-02 ,  1.15258049E-01 ,  1.45831000E-04 ,  8.73856659E-04
      36 ,       12 ,  4.41568461E-02 ,  1.30218246E-01 ,  9.90078358E-05 , -6.06866844E-05
      37 ,       12 ,  8.02300791E-02 ,  1.41406302E-01 ,  5.29753970E-04 , -1.62075552E-05
      38 ,       12 ,  1.18537223E-01 ,  1.49904776E-01 ,  1.52396943E-04 , -1.80108668E-05
      39 ,       12 ,  1.59215138E-01 ,  1.56448512E-01 , -2.75529191E-05 , -2.67776890E-05
      40 ,       12 ,  2.02374722E-01 ,  1.61508701E-01 , -5.20312019E-05 , -2.36566583E-05
      41 ,       12 ,  2.48003401E-01 ,  1.65369945E-01 , -2.11546827E-05 , -1.00909972E-05
      42 ,       12 ,  2.95939434E-01 ,  1.68187750E-01 , -7.31135430E-06 , -1.14129299E-05
      43 ,       12 ,  3.45883588E-01 ,  1.70031747E-01 , -2.82666897E-05 , -1.17022515E-05
      44 ,       12 ,  3.97425673E-01 ,  1.70920250E-01 , -2.07893828E-05 ,  2.01510775E-05
      45 ,       12 ,  4.50072947E-01 ,  1.70848900E-01 ,  9.48477378E-05 ,  3.48849853E-05
      46 ,       12 ,  5.03275066E-01 ,  1.69814114E-01 ,  1.03351169E-04 ,  3.06907944E-05
      47 ,       12 ,  5.56445224E-01 ,  1.67830821E-01 , -3.98312769E-05 ,  6.44771316E-06
      48 ,       12 ,  6.08979567E-01 ,  1.64943217E-01 , -1.70270323E-05 , -5.15554902E-06
      49 ,       12 ,  6.60278032E-01 ,  1.61226673E-01 ,  7.81050546E-06 , -7.48355230E-06
      50 ,       12 ,  7.09770399E-01 ,  1.56778714E-01 , -3.39312433E-06 , -6.66674200E-06
      51 ,       12 ,  7.56951541E-01 ,  1.51697363E-01 , -9.22575069E-06 , -6.74821446E-06
      52 ,       12 ,  8.01427997E-01 ,  1.46046549E-01 , -1.14802847E-05 , -7.44021861E-06
      53 ,       12 ,  8.42971701E-01 ,  1.39810362E-01 , -8.15458399E-06 ,  5.75155227E-07
      54 ,       12 ,  8.81565194E-01 ,  1.32838519E-01 , -1.99798310E-05 , -1.28712650E-05
      55 ,       12 ,  9.17409704E-01 ,  1.24780763E-01 , -1.69836489E-05 , -5.22372251E-06
      56 ,       12 ,  9.50856156E-01 ,  1.14996506E-01 , -4.19124684E-05 , -7.58306447E-06
      57 ,       12 ,  9.82194645E-01 ,  1.02419819E-01 , -3.73799042E-05 , -6.90575109E-06
      58 ,       12 ,  1.01116290E+00 ,  8.54156865E-02 ,  3.00760164E-05 , -4.84707854E-05
      59 ,       12 ,  1.03596143E+00 ,  6.19666484E-02 ,  1.40178047E-04 , -1.56908318E-04
      60 ,       12 ,  1.05213065E+00 ,  3.12651248E-02 ,  3.82784241E-04 ,  3.42680784E-04
      61 ,       12 ,  1.05399506E+00 , -2.66957174E-03 , -1.24000505E-04 , -1.49965003E-03
       1 ,       13 ,  1.06474782E+00 , -3.12878964E-03 , -4.91089900E-04 ,  1.06408916E-03
       2 ,       13 ,  1.05943266E+00 , -4.01618446E-02 ,  1.64890283E-04 ,  9.79425729E-05
       3 ,       13 ,  1.04008983E+00 , -7.26407543E-02 ,  2.62752200E-05 ,  6.32437197E-06
       4 ,       13 ,  1.01240721E+00 , -9.69735289E-02 ,  2.56125706E-05 , -1.28446740E-05
       5 ,       13 ,  9.80990237E-01 , -1.14025243E-01 , -3.00519565E-06 ,  1.72752737E-06
       6 ,       13 ,  9.47889045E-01 , -1.25976242E-01 , -3.11876487E-06 , -1.14369381E-06
       7 ,       13 ,  9.13509779E-01 , -1.34698486E-01 , -9.30099436E-07 , -7.92280974E-07
       8 ,       13 ,  8.77573439E-01 , -1.41484614E-01 ,  8.08123813E-07 , -1.22502175E-07
       9 ,       13 ,  8.39633245E-01 , -1.47180975E-01 ,  2.01403866E-06 , -4.49963148E-07
      10 ,       13 ,  7.99308382E-01 , -1.52332182E-01 ,  1.90199654E-06 , -7.86633031E-07
      11 ,       13 ,  7.56380875E-01 , -1.57266121E-01 ,  2.92889636E-07 , -1.04874175E-06
      12 ,       13 ,  7.10823388E-01 , -1.62135457E-01 , -2.79707682E-06 ,  2.30220356E-06
      13 ,       13 ,  6.62789390E-01 , -1.66941212E-01 , -6.31236473E-06 , -2.16451121E-06
      14 ,       13 ,  6.12586123E-01 , -1.71555846E-01 , -5.96694718E-06 , -1.19726360E-06
      15 ,       13 ,  5.60644958E-01 , -1.75753870E-01 , -9.36114810E-06 ,  4.17427704E-06
      16 ,       13 ,  5.07496395E-01 , -1.79251413E-01 , -2.37490002E-06 ,  1.67283307E-05
      17 ,       13 ,  4.53749841E-01 , -1.81752092E-01 , -7.88516243E-06 ,  3.10524027E-05
      18 ,       13 ,  4.00073471E-01 , -1.82993654E-01 ,  5.05343668E-05 , -5.99641069E-06
      19 ,       13 ,  3.47167416E-01 , -1.82787236E-01 , -2.83166185E-05 , -4.12103732E-05
      20 ,       13 ,  2.95723882E-01 , -1.81039252E-01 ,  2.78933222E-05 , -3.37427471E-06
      21 ,       13 ,  2.46370848E-01 , -1.77746502E-01 ,  9.51042626E-06 , -1.42110097E-05
      22 ,       13 ,  1.99602656E-01 , -1.72959352E-01 , -1.12762066E-05 , -1.55847922E-05
      23 ,       13 ,  1.55711364E-01 , -1.66715403E-01 , -3.23544814E-05 ,  1.55476665E-05
      24 ,       13 ,  1.14744027E-01 , -1.58953143E-01 , -1.76380031E-07 , -5.44712700E-05
      25 ,       13 ,  7.65166566E-02 , -1.49415856E-01 ,  3.39725882E-06 , -5.81610936E-05
      26 ,       13 ,  4.07144236E-02 , -1.37549248E-01 , -1.26601554E-05 , -2.85578083E-05
      27 ,       13 ,  7.11335524E-03 , -1.22396209E-01 , -2.98825225E-05 ,  1.51290743E-05
      28 ,       13 , -2.40164251E-02 , -1.02539934E-01 , -2.84582867E-05 ,  1.29362405E-04
      29 ,       13 , -5.12828023E-02 , -7.63081843E-02 ,  2.67171141E-04 ,  2.15735246E-04
      30 ,       13 , -7.15846811E-02 , -4.26841561E-02 , -3.60036615E-04 ,  1.08319519E-04
      31 ,       13 , -8.06401541E-02 , -3.03115332E-03 ,  1.52497542E-04 , -2.94406065E-04
      32 ,       13 , -7.56597470E-02 ,  3.81677473E-02 ,  7.21384665E-05 ,  3.55238083E-05
      33 ,       13 , -5.76696259E-02 ,  7.54136171E-02 , -1.77342841E-04 , -5.73579780E-04
      34 ,       13 , -3.05267817E-02 ,  1.05630262E-01 , -6.49552789E-04 , -2.05715320E-04
      35 ,       13 ,  2.00933868E-03 ,  1.28690727E-01 ,  2.04980521E-04 ,  5.14954808E-04
      36 ,       13 ,  3.76690421E-02 ,  1.45898532E-01 , -3.06166166E-05 , -4.25048479E-05
      37 ,       13 ,  7.55005911E-02 ,  1.58742687E-01 ,  5.84609437E-04 , -1.92588604E-05
      38 ,       13 ,  1.15294297E-01 ,  1.68421658E-01 ,  3.12559440E-04 , -4.11350058E-05
      39 ,       13 ,  1.57137129E-01 ,  1.75783974E-01 ,  6.67433705E-05 , -3.67668918E-05
      40 ,       13 ,  2.01155751E-01 ,  1.81394587E-01 , -2.77907082E-05 , -6.47873813E-05
      41 ,       13 ,  2.47389345E-01 ,  1.85612072E-01 , -3.45652299E-05 , -3.90853078E-05
      42 ,       13 ,  2.95740289E-01 ,  1.88649830E-01 ,  2.63625565E-05 , -1.73775902E-07
      43 ,       13 ,  3.45969404E-01 ,  1.90622279E-01 , -8.14702395E-06 , -6.80264071E-07
      44 ,       13 ,  3.97713873E-01 ,  1.91581355E-01 , -3.26014451E-05 , -1.86428216E-05
      45 ,       13 ,  4.50513656E-01 ,  1.91546649E-01 ,  1.79877993E-05 , -5.39036134E-05
      46 ,       13 ,  5.03838779E-01 ,  1.90530041E-01 ,  7.77944049E-05 ,  8.61520142E-07
      47 ,       13 ,  5.57115103E-01 ,  1.88554013E-01 , -4.87240377E-05 ,  2.60411611E-05
      48 ,       13 ,  6.09749646E-01 ,  1.85661991E-01 , -1.45800272E-05 ,  1.18727571E-06
      49 ,       13 ,  6.61158358E-01 ,  1.81918677E-01 ,  1.59558045E-05 , -3.49298460E-06
      50 ,       13 ,  7.10799811E-01 ,  1.77398612E-01 ,  8.66852566E-06 , -2.17612283E-06
      51 ,       13 ,  7.58217191E-01 ,  1.72162188E-01 ,  6.61288505E-06 , -2.09532296E-06
      52 ,       13 ,  8.03087009E-01 ,  1.66219998E-01 ,  7.30343734E-06 , -1.85923933E-06
      53 ,       13 ,  8.45265392E-01 ,  1.59487661E-01 ,  2.94090438E-06 ,  1.01947336E-05
      54 ,       13 ,  8.84813265E-01 ,  1.51731635E-01 , -6.57792674E-06 , -5.01754741E-06
      55 ,       13 ,  9.21973528E-01 ,  1.42500310E-01 , -1.21697943E-05 , -6.12811552E-06
      56 ,       13 ,  9.57063069E-01 ,  1.31026790E-01 , -3.39318983E-05 , -8.49594540E-06
      57 ,       13 ,  9.90212156E-01 ,  1.16099548E-01 , -2.67077960E-05 , -6.32379349E-06
      58 ,       13 ,  1.02082022E+00 ,  9.59888707E-02 ,  3.59019500E-05 , -4.33363230E-05
      59 ,       13 ,  1.04662596E+00 ,  6.88346605E-02 ,  1.21780644E-04 , -1.46474536E-04
      60 ,       13 ,  1.06299421E+00 ,  3.43720432E-02 ,  3.32070320E-04 ,  2.99149305E-04
      61 ,       13 ,  1.06474782E+00 , -3.12878964E-03 , -1.73564665E-05 , -1.28778113E-03
       1 ,       14 ,  1.07723369E+00 , -3.63675096E-03 , -4.94205549E-04 ,  9.33623619E-04
       2 ,       14 ,  1.07184074E+00 , -4.44382469E-02 ,  1.44581588E-04 ,  8.78963774E-05
       3 ,       14 ,  1.05207435E+00 , -8.08781280E-02 ,  4.35781009E-05 ,  1.58214449E-05
       4 ,       14 ,  1.02320753E+00 , -1.09119156E-01 ,  1.79691269E-05 , -2.04682326E-05
       5 ,       14 ,  9.89983434E-01 , -1.29520800E-01 , -3.12455964E-06 ,  8.89685955E-06
       6 ,       14 ,  9.54880312E-01 , -1.44080071E-01 , -4.27920123E-06 ,  2.00766520E-06
       7 ,       14 ,  9.18651945E-01 , -1.54741462E-01 , -1.83037030E-06 , -1.50587690E-07
       8 ,       14 ,  8.81204107E-01 , -1.62936364E-01 ,  2.04575880E-07 ,  3.55081813E-07
       9 ,       14 ,  8.42150469E-01 , -1.69630506E-01 ,  1.74974539E-06 ,  1.50936978E-07
      10 ,       14 ,  8.01090410E-01 , -1.75455904E-01 ,  2.32013252E-06 , -3.39771497E-07
      11 ,       14 ,  7.57737486E-01 , -1.80806583E-01 ,  3.84856922E-07 , -1.00147969E-06
      12 ,       14 ,  7.11972722E-01 , -1.85891349E-01 ,  1.08766802E-05 , -5.26113059E-06
      13 ,       14 ,  6.63856505E-01 , -1.90762757E-01 ,  4.73861029E-06 , -1.32997437E-05
      14 ,       14 ,  6.13617148E-01 , -1.95340380E-01 , -6.65400409E-06 , -7.02754356E-08
      15 ,       14 ,  5.61628694E-01 , -1.99439301E-01 , -1.09339456E-05 ,  4.62898388E-06
      16 ,       14 ,  5.08385989E-01 , -2.02807409E-01 , -2.23158046E-06 ,  1.69102294E-05
      17 ,       14 ,  4.54479482E-01 , -2.05169520E-01 , -8.16995091E-06 ,  3.17171173E-05
      18 ,       14 ,  4.00567166E-01 , -2.06272350E-01 ,  7.81573194E-05 ,  3.41712374E-05
      19 ,       14 ,  3.47338288E-01 , -2.05921569E-01 ,  2.01817958E-05 , -1.42617169E-05
      20 ,       14 ,  2.95463868E-01 , -2.04000996E-01 ,  2.62601806E-05 , -3.66795083E-06
      21 ,       14 ,  2.45533379E-01 , -2.00465460E-01 , -1.76774408E-08 , -1.48589522E-05
      22 ,       14 ,  1.97985080E-01 , -1.95303612E-01 , -1.53059901E-05 , -1.24201993E-05
      23 ,       14 ,  1.53047692E-01 , -1.88473847E-01 , -5.16121646E-05 ,  1.42633729E-05
      24 ,       14 ,  1.10718507E-01 , -1.79821505E-01 ,  2.11104684E-05 , -4.39354517E-05
      25 ,       14 ,  7.08038568E-02 , -1.68984987E-01 , -3.37574284E-05 , -5.80904663E-05
      26 ,       14 ,  3.30466046E-02 , -1.55294982E-01 , -1.03641181E-05 , -1.66117614E-05
      27 ,       14 , -2.62544931E-03 , -1.37681807E-01 , -2.74333907E-05 ,  4.47125905E-05
      28 ,       14 , -3.56804080E-02 , -1.14667937E-01 , -2.59709453E-05 ,  1.05193793E-04
      29 ,       14 , -6.44002332E-02 , -8.46725646E-02 ,  2.02266898E-04 ,  1.24133210E-04
      30 ,       14 , -8.54750409E-02 , -4.69828593E-02 , -2.67365349E-04 ,  6.32979813E-05
      31 ,       14 , -9.47205011E-02 , -3.28679453E-03 ,  1.55728036E-04 , -1.87632448E-04
      32 ,       14 , -8.95258492E-02 ,  4.18558449E-02 ,  3.61703183E-05 ,  7.66039432E-06
      33 ,       14 , -7.08593064E-02 ,  8.30301475E-02 , -3.96868590E-05 , -3.57090271E-04
      34 ,       14 , -4.24247476E-02 ,  1.16983262E-01 , -6.02507628E-04 , -4.17601339E-04
      35 ,       14 , -8.08342530E-03 ,  1.43285420E-01 ,  1.38190406E-04 ,  1.99374673E-04
      36 ,       14 ,  2.96053489E-02 ,  1.63087707E-01 , -1.03636262E-04 ,  1.92380221E-04
      37 ,       14 ,  6.94116492E-02 ,  1.77899967E-01 ,  4.40461184E-04 ,  1.71168242E-05
      38 ,       14 ,  1.10946375E-01 ,  1.89022309E-01 ,  3.99251587E-04 , -2.08848175E-05
      39 ,       14 ,  1.54215031E-01 ,  1.97416844E-01 ,  1.54731634E-04 , -2.74278861E-05
      40 ,       14 ,  1.99334252E-01 ,  2.03747260E-01 , -1.24025720E-05 ,  2.65692503E-05
      41 ,       14 ,  2.46377715E-01 ,  2.08451748E-01 , -1.22372216E-05 ,  6.00767604E-05
      42 ,       14 ,  2.95304245E-01 ,  2.11806958E-01 ,  7.00391296E-05 ,  4.18542962E-05
      43 ,       14 ,  3.45935630E-01 ,  2.13977325E-01 ,  2.50681203E-05 ,  2.38577808E-05
      44 ,       14 ,  3.97963258E-01 ,  2.15053495E-01 , -1.16294191E-06 ,  3.63580369E-05
      45 ,       14 ,  4.50969616E-01 ,  2.15083404E-01 ,  7.94498470E-05 ,  3.17724734E-05
      46 ,       14 ,  5.04455982E-01 ,  2.14097270E-01 ,  6.43598038E-05 ,  1.06447623E-05
      47 ,       14 ,  5.57872304E-01 ,  2.12125731E-01 , -4.61802055E-05 ,  8.95411368E-06
      48 ,       14 ,  6.10648902E-01 ,  2.09209341E-01 , -1.48836285E-05 , -2.06095900E-06
      49 ,       14 ,  6.62231691E-01 ,  2.05397484E-01 ,  9.34401010E-06 , -5.47300782E-06
      50 ,       14 ,  7.12122857E-01 ,  2.00735394E-01 ,  3.77295886E-07 , -4.58220869E-06
      51 ,       14 ,  7.59926676E-01 ,  1.95239346E-01 , -3.49673692E-06 , -3.94462189E-06
      52 ,       14 ,  8.05395289E-01 ,  1.88861369E-01 , -3.24272963E-06 , -4.10837671E-06
      53 ,       14 ,  8.48462365E-01 ,  1.81444828E-01 , -8.64089524E-06 ,  5.40905941E-06
      54 ,       14 ,  8.89246178E-01 ,  1.72669160E-01 , -1.09769935E-05 , -6.08904924E-06
      55 ,       14 ,  9.27997814E-01 ,  1.61976463E-01 , -1.91061208E-05 , -6.20273573E-06
      56 ,       14 ,  9.64957819E-01 ,  1.48471294E-01 , -3.00713611E-05 , -5.62736924E-06
      57 ,       14 ,  1.00005200E+00 ,  1.30811757E-01 , -1.65885306E-05 , -6.48064705E-06
      58 ,       14 ,  1.03231934E+00 ,  1.07226961E-01 ,  3.81741195E-05 , -4.12012215E-05
      59 ,       14 ,  1.05908756E+00 ,  7.60844301E-02 ,  1.04434454E-04 , -1.34644293E-04
      60 ,       14 ,  1.07563801E+00 ,  3.76389486E-02 ,  2.89364752E-04 ,  2.62238040E-04
      61 ,       14 ,  1.07723369E+00 , -3.63675096E-03 ,  5.89247022E-05 , -1.10720088E-03
       1 ,       15 ,  1.09174669E+00 , -4.19622547E-03 , -4.86045067E-04 ,  8.20715039E-04
       2 ,       15 ,  1.08632488E+00 , -4.90060372E-02 ,  1.10986272E-04 ,  8.16295378E-05
       3 ,       15 ,  1.06615899E+00 , -8.96558186E-02 ,  3.72990996E-05 ,  2.20206945E-05
       4 ,       15 ,  1.03615155E+00 , -1.22104411E-01 ,  5.92558476E-06 , -1.52130820E-05
       5 ,       15 ,  1.00110854E+00 , -1.46232076E-01 ,  3.89988634E-06 ,  8.65804834E-06
       6 ,       15 ,  9.63882519E-01 , -1.63794658E-01 , -5.62606545E-06 ,  4.91839927E-06
       7 ,       15 ,  9.25584999E-01 , -1.76754708E-01 , -2.82523794E-06 ,  1.12112982E-06
       8 ,       15 ,  8.86342665E-01 , -1.86663268E-01 , -4.82106074E-07 ,  7.62318247E-07
       9 ,       15 ,  8.45866876E-01 , -1.94607807E-01 ,  1.14307701E-06 ,  4.17504001E-07
      10 ,       15 ,  8.03769622E-01 , -2.01315366E-01 ,  1.81259700E-06 , -1.63410924E-07
      11 ,       15 ,  7.59721923E-01 , -2.07251466E-01 ,  2.00603655E-07 , -2.16064690E-06
      12 ,       15 ,  7.13529905E-01 , -2.12683232E-01 ,  4.39849509E-06 ,  7.46906503E-08
      13 ,       15 ,  6.65166415E-01 , -2.17715789E-01 , -3.10493103E-06 , -1.12109099E-05
      14 ,       15 ,  6.14775990E-01 , -2.22317859E-01 , -5.65646838E-06 ,  4.05963615E-07
      15 ,       15 ,  5.62663389E-01 , -2.26348734E-01 , -9.28016321E-06 ,  4.56999504E-06
      16 ,       15 ,  5.09272401E-01 , -2.29592404E-01 , -3.32242531E-07 ,  1.71261486E-05
      17 ,       15 ,  4.55158020E-01 , -2.31798321E-01 , -5.07589995E-06 ,  3.06520060E-05
      18 ,       15 ,  4.00951337E-01 , -2.32723309E-01 ,  6.20439019E-05 ,  4.12316017E-05
      19 ,       15 ,  3.47314148E-01 , -2.32165861E-01 ,  6.09476545E-06 , -3.20641718E-05
      20 ,       15 ,  2.94881208E-01 , -2.29983127E-01 ,  2.49815816E-05 , -8.13039622E-06
      21 ,       15 ,  2.44193033E-01 , -2.26082823E-01 ,  4.09731247E-06 , -1.48242284E-05
      22 ,       15 ,  1.95630309E-01 , -2.20387097E-01 , -9.33633041E-06 , -1.15020879E-05
      23 ,       15 ,  1.49368997E-01 , -2.12771262E-01 , -6.32677506E-05 , -1.03945007E-05
      24 ,       15 ,  1.05378840E-01 , -2.02983994E-01 ,  3.72700526E-05 , -3.08871214E-05
      25 ,       15 ,  6.34867027E-02 , -1.90555504E-01 , -5.11358480E-05 , -3.86309328E-05
      26 ,       15 ,  2.35268670E-02 , -1.74701603E-01 , -8.92443252E-06 , -2.85441383E-06
      27 ,       15 , -1.43896415E-02 , -1.54252226E-01 , -2.36322224E-05 ,  6.13336042E-05
      28 ,       15 , -4.94533314E-02 , -1.27701835E-01 , -2.14005792E-05 ,  7.79687851E-05
      29 ,       15 , -7.96402537E-02 , -9.36032109E-02 ,  1.34128503E-04 ,  7.08237083E-05
