# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
 1.77008679E+00

# df/dalpha_inf [rad]
 1.13585631E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
       9 ,       26 ,  1.09495790E+00 , -7.15568804E-01 , -2.21285461E-06 ,  5.50070432E-07
      10 ,       26 ,  1.01274438E+00 , -7.56373882E-01 , -1.31184256E-06 ,  3.38039202E-07
      11 ,       26 ,  9.30583486E-01 , -7.89157029E-01 ,  2.38861619E-06 ,  5.48233515E-07
      12 ,       26 ,  8.48819192E-01 , -8.15035771E-01 ,  4.43236401E-06 ,  6.61980015E-06
      13 ,       26 ,  7.67505789E-01 , -8.34904803E-01 , -4.15157593E-06 ,  1.23236210E-06
      14 ,       26 ,  6.86512045E-01 , -8.49429409E-01 ,  3.27849158E-07 , -3.21886596E-08
      15 ,       26 ,  6.05594741E-01 , -8.59055035E-01 ,  6.55901689E-07 ,  1.14657701E-06
      16 ,       26 ,  5.24449460E-01 , -8.64019864E-01 , -3.63312090E-07 , -1.10150601E-07
      17 ,       26 ,  4.42747164E-01 , -8.64363409E-01 ,  3.87565425E-06 ,  2.45780528E-06
      18 ,       26 ,  3.60164601E-01 , -8.59928117E-01 , -3.04195286E-08 ,  6.46670859E-07
      19 ,       26 ,  2.76415996E-01 , -8.50353524E-01 ,  5.52114767E-06 ,  1.22598453E-06
      20 ,       26 ,  1.91293186E-01 , -8.35064647E-01 ,  4.56185215E-06 , -2.62968915E-07
      21 ,       26 ,  1.04721328E-01 , -8.13258871E-01 , -3.83400270E-06 , -2.41559420E-06
      22 ,       26 ,  1.68368839E-02 , -7.83899298E-01 ,  4.70395068E-06 , -8.53216164E-06
      23 ,       26 , -7.19074177E-02 , -7.45727918E-01 , -9.91848619E-06 , -6.73772762E-06
      24 ,       26 , -1.60611575E-01 , -6.97318666E-01 , -3.54553873E-06 , -5.58890811E-07
      25 ,       26 , -2.47783909E-01 , -6.37196383E-01 , -3.62305267E-06 ,  3.17226508E-06
      26 ,       26 , -3.31215689E-01 , -5.64048012E-01 , -6.57672153E-07 ,  6.38042005E-06
      27 ,       26 , -4.07932979E-01 , -4.77038287E-01 ,  3.48724086E-06 ,  4.34609895E-06
      28 ,       26 , -4.74305109E-01 , -3.76204385E-01 , -5.95214361E-06 ,  1.23624910E-06
      29 ,       26 , -5.26383074E-01 , -2.62841333E-01 ,  5.82335381E-05 ,  1.58685648E-05
      30 ,       26 , -5.60480398E-01 , -1.39724770E-01 , -1.71537340E-04 ,  1.63242748E-05
      31 ,       26 , -5.73888827E-01 , -1.10034709E-02 ,  1.29745929E-04 , -5.90580554E-05
      32 ,       26 , -5.65495563E-01 ,  1.18312751E-01 , -2.34889641E-05 ,  9.50992616E-06
      33 ,       26 , -5.36044119E-01 ,  2.43155050E-01 ,  3.67776098E-06 , -1.87861478E-07
      34 ,       26 , -4.87921056E-01 ,  3.59208459E-01 ,  2.92638279E-06 , -4.64698562E-06
      35 ,       26 , -4.24575512E-01 ,  4.63453635E-01 , -6.04588219E-07 , -9.82453303E-06
      36 ,       26 , -3.49821776E-01 ,  5.54314383E-01 ,  7.45365539E-06 ,  3.39225998E-06
      37 ,       26 , -2.67256699E-01 ,  6.31474350E-01 , -3.50989231E-05 , -4.89619626E-05
      38 ,       26 , -1.79904480E-01 ,  6.95521562E-01 ,  3.78790295E-06 , -8.35467091E-06
      39 ,       26 , -9.00842768E-02 ,  7.47570537E-01 , -1.68182150E-05 ,  9.22334854E-05
      40 ,       26 ,  5.65646608E-04 ,  7.88951465E-01 , -1.14023512E-05 ,  7.63770020E-06
      41 ,       26 ,  9.09825549E-02 ,  8.20995722E-01 ,  2.92426843E-05 ,  4.21637675E-06
      42 ,       26 ,  1.80549647E-01 ,  8.44909294E-01 ,  5.70874450E-05 ,  9.09885410E-07
      43 ,       26 ,  2.68975042E-01 ,  8.61710584E-01 ,  1.11626904E-05 ,  6.50294923E-05
      44 ,       26 ,  3.56192966E-01 ,  8.72208152E-01 , -4.09057799E-05 , -1.54551194E-04
      45 ,       26 ,  4.42288904E-01 ,  8.76999084E-01 , -2.21456402E-05 , -1.73021651E-05
      46 ,       26 ,  5.27444620E-01 ,  8.76474965E-01 , -3.09441376E-05 ,  1.80242154E-05
      47 ,       26 ,  6.11896675E-01 ,  8.70827641E-01 ,  3.50026089E-06 ,  1.19752191E-05
      48 ,       26 ,  6.95901612E-01 ,  8.60050717E-01 ,  1.00693534E-05 ,  4.29644059E-06
      49 ,       26 ,  7.79700914E-01 ,  8.43935308E-01 , -3.47789064E-06 , -1.73736473E-06
      50 ,       26 ,  8.63478725E-01 ,  8.22060823E-01 ,  2.15255299E-05 , -9.67026313E-06
      51 ,       26 ,  9.47304861E-01 ,  7.93784159E-01 , -4.71099241E-06 ,  1.55018419E-05
      52 ,       26 ,  1.03105538E+00 ,  7.58234736E-01 ,  2.73492891E-06 , -4.56456037E-07
      53 ,       26 ,  1.11430412E+00 ,  7.14329010E-01 ,  2.52389353E-06 , -7.66295629E-07
      54 ,       26 ,  1.19618358E+00 ,  6.60826707E-01 ,  3.12514441E-06 ,  6.07963642E-07
      55 ,       26 ,  1.27522594E+00 ,  5.96460427E-01 ,  4.72848167E-06 , -1.97911629E-07
      56 ,       26 ,  1.34921928E+00 ,  5.20174590E-01 ,  4.44993975E-06 , -7.43678756E-07
      57 ,       26 ,  1.41514959E+00 ,  4.31497058E-01 ,  5.54493250E-06 , -6.42806770E-06
      58 ,       26 ,  1.46933560E+00 ,  3.31019989E-01 , -1.88158735E-06 ,  9.27281347E-06
      59 ,       26 ,  1.50786622E+00 ,  2.20876300E-01 ,  9.02509686E-06 , -2.54612525E-05
      60 ,       26 ,  1.52736860E+00 ,  1.04991700E-01 ,  2.50088150E-05 ,  3.03783004E-05
      61 ,       26 ,  1.52594704E+00 , -1.11389050E-02 , -1.02604910E-04 , -2.61996512E-04
       1 ,       27 ,  1.61045832E+00 , -1.24505813E-02 , -3.60898134E-06 ,  1.25697498E-04
       2 ,       27 ,  1.60746651E+00 , -1.38653949E-01 ,  3.76702494E-05 ,  3.71882034E-05
       3 ,       27 ,  1.58292271E+00 , -2.63719146E-01 ,  9.41266290E-06 ,  1.22757871E-05
       4 ,       27 ,  1.53893604E+00 , -3.82226668E-01 ,  2.10512567E-06 ,  5.22607404E-06
       5 ,       27 ,  1.47897900E+00 , -4.90307144E-01 , -6.34204327E-07 ,  3.10704649E-06
       6 ,       27 ,  1.40701688E+00 , -5.85830975E-01 , -3.19523683E-07 ,  9.36509627E-07
       7 ,       27 ,  1.32679194E+00 , -6.68174071E-01 ,  1.01928883E-06 , -5.88625656E-06
       8 ,       27 ,  1.24140307E+00 , -7.37775259E-01 , -2.57563904E-06 ,  2.21999689E-06
       9 ,       27 ,  1.15316235E+00 , -7.95679635E-01 , -2.16912697E-06 ,  1.13252025E-06
      10 ,       27 ,  1.06363595E+00 , -8.43174739E-01 , -1.21710318E-06 ,  5.95991942E-07
      11 ,       27 ,  9.73773364E-01 , -8.81547421E-01 ,  9.98786281E-07 , -3.23822800E-07
      12 ,       27 ,  8.84057931E-01 , -9.11944918E-01 , -2.66108907E-07 ,  3.32178675E-07
      13 ,       27 ,  7.94643077E-01 , -9.35308961E-01 , -6.37127572E-07 ,  1.90793299E-06
      14 ,       27 ,  7.05461262E-01 , -9.52353398E-01 , -6.59009045E-07 , -2.08685536E-07
      15 ,       27 ,  6.16305542E-01 , -9.63563321E-01 ,  5.93150023E-07 ,  1.06580335E-06
      16 ,       27 ,  5.26889407E-01 , -9.69201454E-01 ,  1.73291387E-06 , -1.16394503E-06
      17 ,       27 ,  4.36892479E-01 , -9.69313674E-01 ,  2.57284010E-06 ,  1.66622174E-06
      18 ,       27 ,  3.45999837E-01 , -9.63729833E-01 ,  3.95481349E-07 ,  2.61121073E-07
      19 ,       27 ,  2.53942470E-01 , -9.52059091E-01 ,  3.58096698E-06 ,  5.84737329E-07
      20 ,       27 ,  1.60546038E-01 , -9.33681648E-01 ,  9.37335500E-07 ,  7.90686806E-07
      21 ,       27 ,  6.57947785E-02 , -9.07741722E-01 ,  7.29590332E-07 , -7.99015994E-06
      22 ,       27 , -3.00836659E-02 , -8.73150560E-01 ,  1.52525506E-06 , -2.80650602E-06
      23 ,       27 , -1.26509645E-01 , -8.28613334E-01 , -5.12890325E-06 ,  2.99416463E-06
      24 ,       27 , -2.22422811E-01 , -7.72699450E-01 , -4.32467882E-06 ,  4.72182393E-06
      25 ,       27 , -3.16149148E-01 , -7.03979624E-01 , -2.13286025E-06 ,  5.11669496E-06
      26 ,       27 , -4.05298048E-01 , -6.21250364E-01 , -4.63195321E-07 ,  4.03410631E-06
      27 ,       27 , -4.86745438E-01 , -5.23849939E-01 ,  1.16665719E-06 ,  9.70112596E-07
      28 ,       27 , -5.56773259E-01 , -4.12032894E-01 , -2.50783172E-06 ,  4.78015388E-07
      29 ,       27 , -6.11422752E-01 , -2.87315088E-01 ,  4.59301706E-05 ,  1.12766270E-05
      30 ,       27 , -6.47059107E-01 , -1.52650242E-01 , -1.39128405E-04 ,  1.88411352E-05
      31 ,       27 , -6.61039808E-01 , -1.22970598E-02 ,  1.06496893E-04 , -5.46062019E-05
      32 ,       27 , -6.52277966E-01 ,  1.28676003E-01 , -1.98571945E-05 ,  1.01030788E-05
      33 ,       27 , -6.21479536E-01 ,  2.65140209E-01 ,  3.23594517E-06 ,  5.27188622E-07
      34 ,       27 , -5.70954645E-01 ,  3.92667002E-01 ,  2.98590958E-06 , -2.23243397E-06
      35 ,       27 , -5.04091713E-01 ,  5.08053058E-01 ,  3.02742511E-07 , -6.51297880E-06
      36 ,       27 , -4.24707892E-01 ,  6.09493335E-01 , -1.43712504E-06 , -4.98124248E-06
      37 ,       27 , -3.36483186E-01 ,  6.96444275E-01 ,  3.38211797E-06 , -1.95171014E-05
      38 ,       27 , -2.42590627E-01 ,  7.69309416E-01 , -4.27900486E-05 , -2.80644799E-05
      39 ,       27 , -1.45532721E-01 ,  8.29082633E-01 ,  1.56951270E-05 ,  8.30439851E-05
      40 ,       27 , -4.71336567E-02 ,  8.77037999E-01 , -1.27790619E-05 ,  1.50770399E-06
      41 ,       27 ,  5.13786666E-02 ,  9.14502632E-01 ,  1.91797404E-05 ,  6.01684573E-06
      42 ,       27 ,  1.49255291E-01 ,  9.42712222E-01 ,  4.64543644E-05 ,  2.45315521E-06
      43 ,       27 ,  2.46108006E-01 ,  9.62731499E-01 , -3.36847546E-05 ,  6.11864298E-05
      44 ,       27 ,  3.41807011E-01 ,  9.75418000E-01 , -1.80213842E-05 , -1.34401462E-04
      45 ,       27 ,  4.36399046E-01 ,  9.81410555E-01 ,  7.57846602E-06 , -2.15395539E-05
      46 ,       27 ,  5.30043861E-01 ,  9.81129017E-01 , -2.79961429E-05 ,  1.20289495E-05
      47 ,       27 ,  6.22963741E-01 ,  9.74776664E-01 , -2.09103548E-06 ,  1.11463736E-05
      48 ,       27 ,  7.15399657E-01 ,  9.62340614E-01 ,  5.89074381E-06 ,  5.34696324E-06
      49 ,       27 ,  8.07567217E-01 ,  9.43588585E-01 , -5.80897086E-06 , -8.22352115E-07
      50 ,       27 ,  8.99605385E-01 ,  9.18063065E-01 ,  2.04148508E-05 , -7.51058457E-06
      51 ,       27 ,  9.91510798E-01 ,  8.85077109E-01 , -4.70493419E-06 ,  1.55251366E-05
      52 ,       27 ,  1.08305099E+00 ,  8.43720283E-01 ,  2.95980241E-06 , -1.32973412E-06
      53 ,       27 ,  1.17365214E+00 ,  7.92889340E-01 ,  3.03344900E-06 ,  6.43997590E-07
      54 ,       27 ,  1.26226330E+00 ,  7.31365573E-01 ,  3.52338734E-06 ,  9.56860548E-07
      55 ,       27 ,  1.34721267E+00 ,  6.57967409E-01 ,  4.11261947E-06 , -4.29774241E-07
      56 ,       27 ,  1.42609413E+00 ,  5.71806608E-01 ,  3.39407136E-06 , -9.01612734E-07
      57 ,       27 ,  1.49575278E+00 ,  4.72659095E-01 ,  4.28639429E-06 , -5.52475961E-06
      58 ,       27 ,  1.55246338E+00 ,  3.61414516E-01 , -1.98632104E-06 ,  7.64361603E-06
      59 ,       27 ,  1.59238580E+00 ,  2.40489562E-01 ,  1.00022513E-05 , -2.10951048E-05
      60 ,       27 ,  1.61229946E+00 ,  1.14008859E-01 ,  2.16392380E-05 ,  2.84406066E-05
      61 ,       27 ,  1.61045832E+00 , -1.24505813E-02 , -6.52697182E-05 , -2.17808663E-04
       1 ,       28 ,  1.70756021E+00 , -1.38662462E-02 , -1.77823077E-05 ,  1.06032701E-04
       2 ,       28 ,  1.70479522E+00 , -1.51443255E-01 ,  2.82114267E-05 ,  3.10467379E-05
       3 ,       28 ,  1.67953354E+00 , -2.88124452E-01 ,  5.82644054E-06 ,  9.94891824E-06
       4 ,       28 ,  1.63374422E+00 , -4.18392727E-01 ,  1.20441193E-06 ,  2.71397953E-07
       5 ,       28 ,  1.57076056E+00 , -5.38174777E-01 ,  2.60019031E-06 , -1.76627083E-06
       6 ,       28 ,  1.49448372E+00 , -6.45059469E-01 ,  2.11255323E-06 , -1.23207199E-06
       7 ,       28 ,  1.40869842E+00 , -7.38126782E-01 , -3.85952745E-08 , -2.27060038E-06
       8 ,       28 ,  1.31663870E+00 , -8.17563242E-01 ,  1.45115308E-06 , -7.10798909E-07
       9 ,       28 ,  1.22080656E+00 , -8.84236516E-01 , -1.25218164E-06 ,  5.93509447E-07
      10 ,       28 ,  1.12297247E+00 , -9.39335282E-01 , -1.75784914E-06 ,  7.73027548E-07
      11 ,       28 ,  1.02427491E+00 , -9.84112093E-01 , -1.14662032E-06 ,  7.35770635E-07
      12 ,       28 ,  9.25354606E-01 , -1.01972353E+00 , -8.64400527E-07 ,  1.16755101E-07
      13 ,       28 ,  8.26485917E-01 , -1.04714380E+00 ,  2.57963009E-06 ,  3.92802102E-06
      14 ,       28 ,  7.27688345E-01 , -1.06712586E+00 , -1.54483520E-06 ,  1.13554665E-06
      15 ,       28 ,  6.28814828E-01 , -1.08018874E+00 ,  5.08203911E-07 ,  8.27100290E-07
      16 ,       28 ,  5.29620139E-01 , -1.08661651E+00 ,  2.90357603E-06 , -8.45075577E-07
      17 ,       28 ,  4.29815712E-01 , -1.08645992E+00 ,  1.67670882E-06 ,  1.23991347E-06
      18 ,       28 ,  3.29118152E-01 , -1.07953607E+00 ,  3.10467406E-06 ,  6.92408817E-07
      19 ,       28 ,  2.27298674E-01 , -1.06542518E+00 ,  2.64093698E-06 , -6.28601727E-08
      20 ,       28 ,  1.24240466E-01 , -1.04346642E+00 , -1.66133676E-06 , -1.57911917E-06
      21 ,       28 ,  2.00102824E-02 , -1.01275803E+00 ,  2.61944693E-06 , -4.35662929E-06
      22 ,       28 , -8.50510947E-02 , -9.72171014E-01 , -4.44343865E-06 , -3.42633616E-06
      23 ,       28 , -1.90218520E-01 , -9.20390405E-01 , -1.27954393E-06 , -7.43828655E-07
      24 ,       28 , -2.94258494E-01 , -8.56002273E-01 , -2.38540070E-06 ,  1.33668663E-06
      25 ,       28 , -3.95309769E-01 , -7.77646874E-01 , -7.47825292E-07 ,  2.82898790E-06
      26 ,       28 , -4.90803603E-01 , -6.84252849E-01 ,  1.29436331E-07 ,  2.00439889E-06
      27 ,       28 , -5.77476373E-01 , -5.75349402E-01 , -7.11236178E-07 ,  9.69096686E-07
      28 ,       28 , -6.51535501E-01 , -4.51418216E-01 , -8.15323874E-07 , -2.60177349E-07
      29 ,       28 , -7.09022135E-01 , -3.14199272E-01 ,  3.58944043E-05 ,  6.66330067E-06
      30 ,       28 , -7.46356510E-01 , -1.66825952E-01 , -1.12078584E-04 ,  2.16289361E-05
      31 ,       28 , -7.60960830E-01 , -1.36717407E-02 ,  8.64960536E-05 , -4.97103104E-05
      32 ,       28 , -7.51773575E-01 ,  1.40127506E-01 , -1.63576723E-05 ,  1.02067365E-05
      33 ,       28 , -7.19465537E-01 ,  2.89374692E-01 ,  3.04041495E-06 ,  1.36881836E-06
      34 ,       28 , -6.66272751E-01 ,  4.29523565E-01 ,  2.76484545E-06 , -2.99164789E-07
      35 ,       28 , -5.95520016E-01 ,  5.57186129E-01 ,  5.59647496E-07 , -3.39447739E-06
      36 ,       28 , -5.11017291E-01 ,  6.70325941E-01 , -2.87418293E-06 , -4.92675634E-06
      37 ,       28 , -4.16513711E-01 ,  7.68162829E-01 ,  1.31049134E-05 ,  4.22618302E-08
      38 ,       28 , -3.15318942E-01 ,  8.50898281E-01 , -5.88791638E-05 , -2.54885325E-05
      39 ,       28 , -2.10113342E-01 ,  9.19382269E-01 ,  1.85978556E-05 ,  5.66817272E-05
      40 ,       28 , -1.02910400E-01 ,  9.74807928E-01 , -1.58885839E-05 , -7.28932994E-06
      41 ,       28 ,  4.88505239E-03 ,  1.01847548E+00 ,  1.62693899E-05 ,  5.18789777E-06
      42 ,       28 ,  1.12373723E-01 ,  1.05163215E+00 ,  4.05707263E-05 ,  6.32513313E-07
      43 ,       28 ,  2.19048862E-01 ,  1.07537596E+00 , -3.59614879E-05 ,  2.69646403E-05
      44 ,       28 ,  3.24692419E-01 ,  1.09060510E+00 , -8.84128692E-06 , -1.08742232E-04
      45 ,       28 ,  4.29287525E-01 ,  1.09799558E+00 ,  2.39763025E-05 , -1.05888193E-05
      46 ,       28 ,  5.32947121E-01 ,  1.09799367E+00 , -2.04169570E-05 ,  9.20305673E-06
      47 ,       28 ,  6.35854693E-01 ,  1.09081419E+00 , -4.91508982E-06 ,  9.42470518E-06
      48 ,       28 ,  7.38211303E-01 ,  1.07643964E+00 ,  2.09102377E-06 ,  5.68175597E-06
      49 ,       28 ,  8.40182367E-01 ,  1.05461821E+00 , -5.59052439E-06 ,  9.90446452E-07
      50 ,       28 ,  9.41837422E-01 ,  1.02486218E+00 ,  1.89052935E-05 , -3.05359774E-06
      51 ,       28 ,  1.04307632E+00 ,  9.86451511E-01 , -6.74768161E-06 ,  1.37484827E-05
      52 ,       28 ,  1.14353646E+00 ,  9.38451919E-01 ,  3.60713793E-06 , -4.76635349E-06
      53 ,       28 ,  1.24247897E+00 ,  8.79762277E-01 ,  3.18596907E-06 , -4.97124103E-07
      54 ,       28 ,  1.33865932E+00 ,  8.09212278E-01 ,  3.08585164E-06 ,  1.67599635E-07
      55 ,       28 ,  1.43020131E+00 ,  7.25734998E-01 ,  3.38936773E-06 , -2.94094247E-07
      56 ,       28 ,  1.51451458E+00 ,  6.28635129E-01 ,  2.54378515E-06 , -8.38290951E-07
      57 ,       28 ,  1.58832052E+00 ,  5.17953219E-01 ,  3.36442356E-06 , -4.66509185E-06
      58 ,       28 ,  1.64786666E+00 ,  3.94880981E-01 , -1.91666384E-06 ,  6.12408001E-06
      59 ,       28 ,  1.68939182E+00 ,  2.62115159E-01 ,  1.03015808E-05 , -1.68213668E-05
      60 ,       28 ,  1.70982429E+00 ,  1.23977105E-01 ,  1.86017129E-05 ,  2.70319192E-05
      61 ,       28 ,  1.70756021E+00 , -1.38662462E-02 , -3.72213260E-05 , -1.79165119E-04
       1 ,       29 ,  1.81895278E+00 , -1.53890706E-02 , -2.66443962E-05 ,  9.00411104E-05
       2 ,       29 ,  1.81640976E+00 , -1.65551427E-01 ,  2.09052150E-05 ,  2.58588859E-05
       3 ,       29 ,  1.79029256E+00 , -3.15064025E-01 ,  3.48827799E-06 ,  8.74468407E-06
       4 ,       29 ,  1.74243721E+00 , -4.58302379E-01 ,  1.87853355E-06 ,  1.62947853E-06
       5 ,       29 ,  1.67604188E+00 , -5.90988449E-01 , -1.66078568E-07 ,  1.38247655E-06
       6 ,       29 ,  1.59493835E+00 , -7.10430539E-01 , -1.07415700E-06 ,  7.58558073E-07
       7 ,       29 ,  1.50294088E+00 , -8.15406865E-01 , -2.16704236E-06 ,  4.12247436E-07
       8 ,       29 ,  1.40340525E+00 , -9.05835358E-01 , -3.41014315E-07 , -2.42356288E-06
       9 ,       29 ,  1.29901576E+00 , -9.82381479E-01 , -1.00742815E-06 ,  2.47921404E-07
      10 ,       29 ,  1.19174896E+00 , -1.04610666E+00 , -1.16357913E-06 ,  1.11735166E-06
      11 ,       29 ,  1.08294321E+00 , -1.09820195E+00 , -5.38898293E-07 ,  5.00429727E-07
      12 ,       29 ,  9.73414647E-01 , -1.13981025E+00 ,  2.04432087E-06 , -3.14555664E-07
      13 ,       29 ,  8.63581024E-01 , -1.17192072E+00 ,  1.30265052E-06 ,  1.94640690E-06
      14 ,       29 ,  7.53573630E-01 , -1.19531302E+00 , -1.96932624E-06 ,  1.56414391E-06
      15 ,       29 ,  6.43330849E-01 , -1.21053213E+00 , -5.29135920E-07 ,  5.61703489E-07
      16 ,       29 ,  5.32674403E-01 , -1.21787881E+00 ,  2.10361613E-06 , -9.84942843E-08
      17 ,       29 ,  4.21373161E-01 , -1.21740661E+00 ,  4.52777878E-07 ,  9.28299710E-07
      18 ,       29 ,  3.09200907E-01 , -1.20892012E+00 ,  2.01171019E-06 ,  6.82053645E-07
      19 ,       29 ,  1.95994873E-01 , -1.19197341E+00 ,  8.30047325E-07 ,  2.97371113E-07
      20 ,       29 ,  8.17215255E-02 , -1.16587043E+00 ,  8.22850794E-07 , -4.18905025E-06
      21 ,       29 , -3.34448242E-02 , -1.12967322E+00 , -8.34986936E-08 , -7.62910768E-07
      22 ,       29 , -1.49027205E-01 , -1.08222695E+00 , -1.76026357E-06 ,  1.04425133E-06
      23 ,       29 , -2.64135806E-01 , -1.02221562E+00 , -1.83326972E-06 ,  6.48268205E-07
      24 ,       29 , -3.77350831E-01 , -9.48264936E-01 , -1.31818222E-06 ,  1.71262599E-06
      25 ,       29 , -4.86618342E-01 , -8.59109159E-01 , -2.00122551E-07 ,  2.09710344E-06
      26 ,       29 , -5.89193904E-01 , -7.53831627E-01 , -5.36248891E-07 ,  3.68053132E-07
      27 ,       29 , -6.81682554E-01 , -6.32169689E-01 ,  4.53250261E-08 ,  5.57643787E-07
      28 ,       29 , -7.60226901E-01 , -4.94842346E-01 , -1.81342309E-07 , -3.81120199E-07
      29 ,       29 , -8.20874530E-01 , -3.43818483E-01 ,  2.84722962E-05 ,  3.02539928E-06
      30 ,       29 , -8.60101956E-01 , -1.82414999E-01 , -8.96546081E-05 ,  2.23023948E-05
      31 ,       29 , -8.75394116E-01 , -1.51272837E-02 ,  6.95200138E-05 , -4.50934521E-05
      32 ,       29 , -8.65714056E-01 ,  1.52830734E-01 , -1.32263761E-05 ,  1.00347532E-05
      33 ,       29 , -8.31699879E-01 ,  3.16183200E-01 ,  2.78484907E-06 ,  1.94830575E-06
      34 ,       29 , -7.75516689E-01 ,  4.70259744E-01 ,  2.32737560E-06 ,  5.28065422E-07
      35 ,       29 , -7.00424829E-01 ,  6.11484710E-01 ,  5.66755936E-07 , -1.74704158E-06
      36 ,       29 , -6.10220070E-01 ,  7.37586214E-01 , -2.32617666E-06 , -3.54979077E-06
      37 ,       29 , -5.08709813E-01 ,  8.47537687E-01 ,  1.06637348E-05 ,  5.09944782E-06
      38 ,       29 , -3.99330542E-01 ,  9.41321280E-01 , -5.16756492E-05 , -1.79845981E-05
      39 ,       29 , -2.84936329E-01 ,  1.01961989E+00 ,  1.54466447E-05 ,  3.71169345E-05
      40 ,       29 , -1.67733947E-01 ,  1.08352019E+00 , -1.87122029E-05 , -1.12036496E-05
      41 ,       29 , -4.93173445E-02 ,  1.13427120E+00 ,  1.13724613E-05 ,  4.02194057E-06
      42 ,       29 ,  6.92450178E-02 ,  1.17311108E+00 ,  2.64453487E-05 ,  2.12864889E-06
      43 ,       29 ,  1.87304501E-01 ,  1.20115539E+00 , -2.10177805E-05 ,  1.39621932E-05
      44 ,       29 ,  3.04528929E-01 ,  1.21933209E+00 ,  1.73059355E-05 , -6.34525295E-05
      45 ,       29 ,  4.20810872E-01 ,  1.22834769E+00 ,  2.30687208E-05 ,  2.85543819E-06
      46 ,       29 ,  5.36189283E-01 ,  1.22867168E+00 , -1.40877073E-05 ,  7.88791664E-06
      47 ,       29 ,  6.50781788E-01 ,  1.22053017E+00 , -5.95633541E-06 ,  7.38954332E-06
      48 ,       29 ,  7.64722644E-01 ,  1.20390338E+00 , -4.07472710E-07 ,  5.41147834E-06
      49 ,       29 ,  8.78100363E-01 ,  1.17852533E+00 , -4.62363779E-06 ,  2.48990509E-06
      50 ,       29 ,  9.90888797E-01 ,  1.14388713E+00 ,  1.71702298E-05 ,  1.03651243E-06
      51 ,       29 ,  1.10286598E+00 ,  1.09924926E+00 , -9.38294703E-06 ,  1.26981147E-05
      52 ,       29 ,  1.21351685E+00 ,  1.04367256E+00 ,  1.78043002E-06 , -6.44607583E-06
      53 ,       29 ,  1.32192021E+00 ,  9.76082402E-01 ,  3.09675045E-06 ,  1.30146366E-07
      54 ,       29 ,  1.42662810E+00 ,  8.95385212E-01 ,  1.67447200E-06 ,  1.32809553E-06
      55 ,       29 ,  1.52555954E+00 ,  8.00657712E-01 ,  2.62285358E-06 , -2.36502456E-07
      56 ,       29 ,  1.61594879E+00 ,  6.91422307E-01 ,  1.83094189E-06 , -6.93031268E-07
      57 ,       29 ,  1.69440766E+00 ,  5.67999973E-01 ,  2.66175594E-06 , -3.84557743E-06
      58 ,       29 ,  1.75716930E+00 ,  4.31889736E-01 , -1.80072599E-06 ,  4.75473212E-06
      59 ,       29 ,  1.80055604E+00 ,  2.86067250E-01 ,  1.00324292E-05 , -1.28570200E-05
      60 ,       29 ,  1.82164019E+00 ,  1.35051864E-01 ,  1.58344933E-05 ,  2.56997110E-05
      61 ,       29 ,  1.81895278E+00 , -1.53890706E-02 , -1.68585347E-05 , -1.45597688E-04
       1 ,       30 ,  1.94654307E+00 , -1.70225918E-02 , -3.14067029E-05 ,  7.57206904E-05
       2 ,       30 ,  1.94421201E+00 , -1.81167441E-01 ,  1.51942977E-05 ,  2.14920940E-05
       3 ,       30 ,  1.91707177E+00 , -3.44912265E-01 ,  1.47959178E-06 ,  7.19334762E-06
       4 ,       30 ,  1.86683248E+00 , -5.02512297E-01 ,  1.41897875E-06 ,  1.40763246E-06
       5 ,       30 ,  1.79656285E+00 , -6.49480246E-01 , -3.03958356E-07 , -7.17670591E-07
       6 ,       30 ,  1.71002327E+00 , -7.82841917E-01 ,  4.83992501E-07 , -1.49233779E-06
       7 ,       30 ,  1.61104865E+00 , -9.01066732E-01 ,  3.68589619E-07 , -1.14348387E-06
       8 ,       30 ,  1.50310602E+00 , -1.00378789E+00 ,  8.91613691E-07 , -5.57901415E-07
       9 ,       30 ,  1.38905613E+00 , -1.09144432E+00 ,  3.79213693E-07 , -1.86853601E-06
      10 ,       30 ,  1.27108375E+00 , -1.16494157E+00 , -1.02349133E-06 ,  1.47361105E-06
      11 ,       30 ,  1.15073801E+00 , -1.22538057E+00 , -1.06743463E-06 ,  7.26185049E-07
      12 ,       30 ,  1.02902863E+00 , -1.27386531E+00 , -5.93670607E-07 ,  3.87981122E-07
      13 ,       30 ,  9.06540002E-01 , -1.31137950E+00 , -8.16587332E-08 ,  6.76076247E-07
      14 ,       30 ,  7.83541419E-01 , -1.33871445E+00 ,  4.42420393E-07 ,  1.68432484E-06
      15 ,       30 ,  6.60084382E-01 , -1.35643079E+00 ,  2.41839431E-07 ,  2.68310183E-07
      16 ,       30 ,  5.36085794E-01 , -1.36483983E+00 ,  1.57633811E-06 ,  3.91635212E-07
      17 ,       30 ,  4.11400345E-01 , -1.36399525E+00 , -1.80774315E-07 ,  5.90686526E-08
      18 ,       30 ,  2.85887436E-01 , -1.35368979E+00 ,  9.23286733E-07 ,  3.89861541E-07
